GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RNGE001,RNGE002,RNGE003,RNGE004,RNGE005,RNGE006,RNGE007,RNGE008,RNGE009,RNGE010,RNGE011,RNGE012,RNGE013,RNGE014,RNGE015,RNGE016,RNGE017,RNHE001,NAME_M,RNGM001,RNGM002,RNGM003,RNGM004,RNGM005,RNGM006,RNGM007,RNGM008,RNGM009,RNGM010,RNGM011,RNGM012,RNGM013,RNGM014,RNGM015,RNGM016,RNGM017,RNHM001,GEOID10
"G53005300712091","2005-2009",,,"Washington","53","Pierce County","053",,,"071209","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 712.09, Pierce County, Washington",748,11,0,0,17,25,8,13,8,34,9,90,130,165,127,102,9,102197,"Block Group 1, Census Tract 712.09, Pierce County, Washington",83,16,119,119,27,26,14,21,12,31,14,47,62,81,63,61,13,8060,"530530712091"
"G53005300712092","2005-2009",,,"Washington","53","Pierce County","053",,,"071209","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 712.09, Pierce County, Washington",282,12,0,12,0,0,12,15,35,0,53,54,61,20,8,0,0,60143,"Block Group 2, Census Tract 712.09, Pierce County, Washington",66,19,119,20,119,119,20,24,37,119,44,39,42,21,13,119,119,15591,"530530712092"
"G53005300712093","2005-2009",,,"Washington","53","Pierce County","053",,,"071209","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 712.09, Pierce County, Washington",321,28,0,0,0,0,0,0,0,0,27,36,93,37,35,32,33,87287,"Block Group 3, Census Tract 712.09, Pierce County, Washington",58,32,119,119,119,119,119,119,119,119,29,34,53,34,31,32,31,27063,"530530712093"
"G53005300712101","2005-2009",,,"Washington","53","Pierce County","053",,,"071210","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 712.10, Pierce County, Washington",289,8,0,8,8,9,10,0,11,29,44,37,58,51,0,16,0,69306,"Block Group 1, Census Tract 712.10, Pierce County, Washington",64,13,119,12,12,14,15,119,17,45,40,25,52,41,119,14,119,25837,"530530712101"
"G53005300712102","2005-2009",,,"Washington","53","Pierce County","053",,,"071210","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 712.10, Pierce County, Washington",435,0,0,0,40,0,0,0,0,7,12,24,36,134,88,43,51,121484,"Block Group 2, Census Tract 712.10, Pierce County, Washington",70,119,119,119,48,119,119,119,119,12,15,23,23,63,52,32,29,5385,"530530712102"
"G53005300712103","2005-2009",,,"Washington","53","Pierce County","053",,,"071210","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 712.10, Pierce County, Washington",885,27,0,18,0,9,19,44,0,27,25,87,122,172,129,114,92,110565,"Block Group 3, Census Tract 712.10, Pierce County, Washington",99,27,119,22,119,14,24,35,119,23,25,43,55,68,67,67,62,9123,"530530712103"
"G53005300713041","2005-2009",,,"Washington","53","Pierce County","053",,,"071304","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 713.04, Pierce County, Washington",984,30,15,77,40,103,62,170,64,47,53,89,110,55,38,14,17,39840,"Block Group 1, Census Tract 713.04, Pierce County, Washington",143,49,25,84,39,63,66,79,49,34,46,58,96,67,35,23,25,7757,"530530713041"
"G53005300713042","2005-2009",,,"Washington","53","Pierce County","053",,,"071304","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 713.04, Pierce County, Washington",1149,13,0,50,77,54,96,7,0,42,99,122,327,142,55,48,17,75771,"Block Group 2, Census Tract 713.04, Pierce County, Washington",129,21,119,61,78,54,66,13,119,38,61,68,98,75,33,58,25,8856,"530530713042"
"G53005300713043","2005-2009",,,"Washington","53","Pierce County","053",,,"071304","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 713.04, Pierce County, Washington",408,0,12,47,56,0,0,17,35,13,12,104,62,17,0,33,0,62000,"Block Group 3, Census Tract 713.04, Pierce County, Washington",120,119,19,70,48,119,119,27,32,22,18,79,43,26,119,45,119,22175,"530530713043"
"G53005300713051","2005-2009",,,"Washington","53","Pierce County","053",,,"071305","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 713.05, Pierce County, Washington",827,32,21,44,71,106,97,0,50,84,57,47,89,49,58,0,22,44306,"Block Group 1, Census Tract 713.05, Pierce County, Washington",113,29,23,38,64,73,85,119,32,75,40,33,51,29,37,119,22,8947,"530530713051"
"G53005300713052","2005-2009",,,"Washington","53","Pierce County","053",,,"071305","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 713.05, Pierce County, Washington",619,0,12,0,32,55,11,8,51,17,74,125,94,23,84,20,13,67664,"Block Group 2, Census Tract 713.05, Pierce County, Washington",89,119,19,119,29,58,17,14,32,20,50,65,42,23,57,23,17,9061,"530530713052"
"G53005300713061","2005-2009",,,"Washington","53","Pierce County","053",,,"071306","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 713.06, Pierce County, Washington",306,18,0,9,10,0,30,31,6,30,38,9,42,9,65,9,0,58304,"Block Group 1, Census Tract 713.06, Pierce County, Washington",60,28,119,17,16,119,28,30,12,31,31,15,39,14,45,14,119,17870,"530530713061"
"G53005300713062","2005-2009",,,"Washington","53","Pierce County","053",,,"071306","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 713.06, Pierce County, Washington",522,11,7,26,29,10,0,13,20,39,59,87,51,67,57,46,0,68581,"Block Group 2, Census Tract 713.06, Pierce County, Washington",87,17,11,26,27,16,119,20,17,31,57,51,39,50,35,34,119,8979,"530530713062"
"G53005300713063","2005-2009",,,"Washington","53","Pierce County","053",,,"071306","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 713.06, Pierce County, Washington",1419,28,0,23,0,119,51,33,108,66,107,327,206,84,97,153,17,68700,"Block Group 3, Census Tract 713.06, Pierce County, Washington",127,30,119,27,119,72,55,32,74,51,64,131,77,46,51,145,26,4935,"530530713063"
"G53005300713071","2005-2009",,,"Washington","53","Pierce County","053",,,"071307","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 713.07, Pierce County, Washington",367,12,11,22,10,11,8,0,0,11,36,120,86,34,0,6,0,65888,"Block Group 1, Census Tract 713.07, Pierce County, Washington",73,19,18,24,17,16,13,119,119,17,33,76,40,31,119,13,119,7207,"530530713071"
"G53005300713072","2005-2009",,,"Washington","53","Pierce County","053",,,"071307","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 713.07, Pierce County, Washington",439,0,24,41,0,15,40,0,19,11,10,105,77,23,52,0,22,64316,"Block Group 2, Census Tract 713.07, Pierce County, Washington",84,119,27,46,119,22,49,119,22,17,16,57,52,26,49,119,25,9219,"530530713072"
"G53005300713073","2005-2009",,,"Washington","53","Pierce County","053",,,"071307","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 713.07, Pierce County, Washington",915,49,14,24,52,0,58,75,54,24,46,180,157,39,125,0,18,66164,"Block Group 3, Census Tract 713.07, Pierce County, Washington",115,29,23,28,83,119,41,66,42,28,38,74,73,31,76,119,22,7999,"530530713073"
"G53005300713081","2005-2009",,,"Washington","53","Pierce County","053",,,"071308","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 713.08, Pierce County, Washington",1539,25,0,48,29,45,0,48,55,16,127,98,449,331,138,106,24,94051,"Block Group 1, Census Tract 713.08, Pierce County, Washington",153,28,119,45,32,54,119,72,49,26,84,71,136,114,78,59,29,6713,"530530713081"
"G53005300713082","2005-2009",,,"Washington","53","Pierce County","053",,,"071308","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 713.08, Pierce County, Washington",622,13,0,57,31,0,102,22,14,18,58,33,161,66,17,17,13,56944,"Block Group 2, Census Tract 713.08, Pierce County, Washington",122,20,119,49,29,119,89,27,22,28,68,36,89,64,28,26,21,31763,"530530713082"
"G53005300713083","2005-2009",,,"Washington","53","Pierce County","053",,,"071308","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 713.08, Pierce County, Washington",808,15,0,75,15,0,14,0,21,0,71,139,183,201,8,46,20,78963,"Block Group 3, Census Tract 713.08, Pierce County, Washington",122,24,119,95,23,119,22,119,22,119,59,71,87,97,16,39,24,14335,"530530713083"
"G53005300714031","2005-2009",,,"Washington","53","Pierce County","053",,,"071403","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 714.03, Pierce County, Washington",785,16,49,23,10,14,32,28,84,29,75,109,149,132,25,10,0,63808,"Block Group 1, Census Tract 714.03, Pierce County, Washington",102,19,50,27,15,17,29,32,84,29,45,74,81,73,30,16,119,10944,"530530714031"
"G53005300714032","2005-2009",,,"Washington","53","Pierce County","053",,,"071403","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 714.03, Pierce County, Washington",396,33,0,40,0,19,7,24,6,8,26,28,96,25,34,42,8,76750,"Block Group 2, Census Tract 714.03, Pierce County, Washington",84,42,119,37,119,23,11,22,11,13,30,44,71,29,41,44,13,37975,"530530714032"
"G53005300714033","2005-2009",,,"Washington","53","Pierce County","053",,,"071403","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 714.03, Pierce County, Washington",420,55,56,22,9,47,57,9,9,25,22,89,0,10,10,0,0,33163,"Block Group 3, Census Tract 714.03, Pierce County, Washington",87,50,45,19,15,54,62,14,15,30,32,62,119,17,15,119,119,8793,"530530714033"
"G53005300714061","2005-2009",,,"Washington","53","Pierce County","053",,,"071406","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 714.06, Pierce County, Washington",1240,0,44,26,0,31,41,78,74,30,144,190,246,144,120,63,9,71212,"Block Group 1, Census Tract 714.06, Pierce County, Washington",128,119,35,24,119,29,32,60,46,28,64,93,117,62,66,39,15,11658,"530530714061"
"G53005300714062","2005-2009",,,"Washington","53","Pierce County","053",,,"071406","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 714.06, Pierce County, Washington",511,40,9,36,0,9,32,20,0,21,0,80,135,46,37,37,9,75545,"Block Group 2, Census Tract 714.06, Pierce County, Washington",98,33,16,40,119,15,51,23,119,24,119,59,90,33,56,42,14,9425,"530530714062"
"G53005300714063","2005-2009",,,"Washington","53","Pierce County","053",,,"071406","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 714.06, Pierce County, Washington",221,0,0,0,0,0,28,18,31,21,55,11,27,11,9,10,0,51488,"Block Group 3, Census Tract 714.06, Pierce County, Washington",63,119,119,119,119,119,25,21,22,26,43,18,25,20,15,18,119,6470,"530530714063"
"G53005300714071","2005-2009",,,"Washington","53","Pierce County","053",,,"071407","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 714.07, Pierce County, Washington",965,54,10,19,24,20,26,38,121,49,62,114,241,76,72,31,8,68536,"Block Group 1, Census Tract 714.07, Pierce County, Washington",120,49,16,18,38,22,23,31,72,33,45,51,89,54,63,26,13,10559,"530530714071"
"G53005300714072","2005-2009",,,"Washington","53","Pierce County","053",,,"071407","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 714.07, Pierce County, Washington",526,0,23,0,0,11,0,5,30,43,140,57,82,82,25,7,21,65577,"Block Group 2, Census Tract 714.07, Pierce County, Washington",91,119,26,119,119,17,119,8,29,49,83,36,40,53,19,10,25,18293,"530530714072"
"G53005300714073","2005-2009",,,"Washington","53","Pierce County","053",,,"071407","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 714.07, Pierce County, Washington",503,0,0,0,18,0,3,39,43,28,58,103,102,58,25,18,8,66094,"Block Group 3, Census Tract 714.07, Pierce County, Washington",85,119,119,119,27,119,8,45,48,32,49,60,44,48,22,21,12,14413,"530530714073"
"G53005300714081","2005-2009",,,"Washington","53","Pierce County","053",,,"071408","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 714.08, Pierce County, Washington",185,11,0,8,2,0,20,11,29,8,0,60,0,0,0,36,0,60583,"Block Group 1, Census Tract 714.08, Pierce County, Washington",52,16,119,13,14,119,23,17,36,13,119,35,119,119,119,45,119,34226,"530530714081"
"G53005300714082","2005-2009",,,"Washington","53","Pierce County","053",,,"071408","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 714.08, Pierce County, Washington",322,58,0,8,65,17,39,14,34,6,9,49,23,0,0,0,0,31477,"Block Group 2, Census Tract 714.08, Pierce County, Washington",86,42,119,13,64,27,28,25,35,11,15,60,25,119,119,119,119,9496,"530530714082"
"G53005300714083","2005-2009",,,"Washington","53","Pierce County","053",,,"071408","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 714.08, Pierce County, Washington",217,7,17,0,0,0,0,0,36,12,77,40,28,0,0,0,0,55815,"Block Group 3, Census Tract 714.08, Pierce County, Washington",65,12,22,119,119,119,119,119,45,18,58,28,24,119,119,119,119,5722,"530530714083"
"G53005300714084","2005-2009",,,"Washington","53","Pierce County","053",,,"071408","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 714.08, Pierce County, Washington",562,9,8,0,0,26,18,69,50,23,120,92,34,85,28,0,0,58125,"Block Group 4, Census Tract 714.08, Pierce County, Washington",92,13,13,119,119,24,20,65,31,20,76,66,29,51,24,119,119,4385,"530530714084"
"G53005300714091","2005-2009",,,"Washington","53","Pierce County","053",,,"071409","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 714.09, Pierce County, Washington",372,91,4,18,33,17,37,43,0,0,18,57,47,0,0,0,7,32396,"Block Group 1, Census Tract 714.09, Pierce County, Washington",84,54,8,21,36,23,36,42,119,119,20,52,56,119,119,119,10,8607,"530530714091"
"G53005300714092","2005-2009",,,"Washington","53","Pierce County","053",,,"071409","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 714.09, Pierce County, Washington",303,0,11,13,53,12,0,13,52,57,46,18,10,18,0,0,0,44880,"Block Group 2, Census Tract 714.09, Pierce County, Washington",74,119,19,20,48,19,119,14,57,39,43,22,15,27,119,119,119,3095,"530530714092"
"G53005300714093","2005-2009",,,"Washington","53","Pierce County","053",,,"071409","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 714.09, Pierce County, Washington",534,29,22,11,1,19,0,37,23,15,65,52,112,71,19,58,0,69559,"Block Group 3, Census Tract 714.09, Pierce County, Washington",96,38,26,17,5,25,119,34,26,23,73,45,60,50,26,54,119,21838,"530530714093"
"G53005300714094","2005-2009",,,"Washington","53","Pierce County","053",,,"071409","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 714.09, Pierce County, Washington",307,25,0,47,4,0,0,35,43,0,75,29,47,2,0,0,0,44963,"Block Group 4, Census Tract 714.09, Pierce County, Washington",89,26,119,48,7,119,119,32,51,119,57,33,57,4,119,119,119,17496,"530530714094"
"G53005300714101","2005-2009",,,"Washington","53","Pierce County","053",,,"071410","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 714.10, Pierce County, Washington",461,65,0,29,24,9,9,39,9,0,39,170,20,19,19,10,0,64375,"Block Group 1, Census Tract 714.10, Pierce County, Washington",152,54,119,21,24,15,16,41,14,119,50,154,21,22,21,16,119,27819,"530530714101"
"G53005300714102","2005-2009",,,"Washington","53","Pierce County","053",,,"071410","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 714.10, Pierce County, Washington",444,11,10,66,21,27,0,6,70,28,62,68,27,20,9,19,0,48482,"Block Group 2, Census Tract 714.10, Pierce County, Washington",90,17,16,65,26,25,119,9,56,44,57,49,25,16,14,21,119,13080,"530530714102"
"G53005300714103","2005-2009",,,"Washington","53","Pierce County","053",,,"071410","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 714.10, Pierce County, Washington",1134,9,49,60,35,27,9,67,17,36,116,191,209,218,27,47,17,70000,"Block Group 3, Census Tract 714.10, Pierce County, Washington",137,15,54,56,28,24,16,55,20,27,74,82,83,105,24,47,15,8210,"530530714103"
"G53005300714111","2005-2009",,,"Washington","53","Pierce County","053",,,"071411","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 714.11, Pierce County, Washington",1124,13,2,0,72,24,120,53,35,20,81,183,233,168,64,28,28,69265,"Block Group 1, Census Tract 714.11, Pierce County, Washington",126,15,6,119,39,23,87,44,33,23,44,91,93,85,48,26,23,11194,"530530714111"
"G53005300714112","2005-2009",,,"Washington","53","Pierce County","053",,,"071411","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 714.11, Pierce County, Washington",424,39,72,16,0,19,0,0,37,21,68,72,61,7,12,0,0,53088,"Block Group 2, Census Tract 714.11, Pierce County, Washington",111,43,61,20,119,18,119,119,53,34,53,60,52,13,18,119,119,12984,"530530714112"
"G53005300715031","2005-2009",,,"Washington","53","Pierce County","053",,,"071503","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 715.03, Pierce County, Washington",475,7,77,37,71,28,22,81,46,0,1,53,14,38,0,0,0,31989,"Block Group 1, Census Tract 715.03, Pierce County, Washington",113,13,63,44,74,41,30,49,42,119,17,41,23,37,119,119,119,13993,"530530715031"
"G53005300715032","2005-2009",,,"Washington","53","Pierce County","053",,,"071503","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 715.03, Pierce County, Washington",621,164,51,35,55,55,0,40,48,0,56,46,33,14,24,0,0,25598,"Block Group 2, Census Tract 715.03, Pierce County, Washington",140,130,67,41,69,41,119,42,38,119,48,56,38,24,38,119,119,11272,"530530715032"
"G53005300715033","2005-2009",,,"Washington","53","Pierce County","053",,,"071503","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 715.03, Pierce County, Washington",457,16,0,11,43,75,23,39,0,11,7,83,131,9,9,0,0,65350,"Block Group 3, Census Tract 715.03, Pierce County, Washington",114,26,119,18,40,59,32,41,119,18,10,78,100,15,15,119,119,52759,"530530715033"
"G53005300715034","2005-2009",,,"Washington","53","Pierce County","053",,,"071503","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 715.03, Pierce County, Washington",588,0,55,0,27,0,13,34,22,68,6,98,90,39,65,64,7,72986,"Block Group 4, Census Tract 715.03, Pierce County, Washington",121,119,55,119,35,119,22,45,28,58,12,78,75,40,57,63,11,25455,"530530715034"
"G53005300715041","2005-2009",,,"Washington","53","Pierce County","053",,,"071504","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 715.04, Pierce County, Washington",542,107,48,24,61,35,18,72,12,34,10,23,80,10,0,0,8,29714,"Block Group 1, Census Tract 715.04, Pierce County, Washington",92,45,36,28,56,52,21,59,19,32,16,26,64,16,119,119,14,10716,"530530715041"
"G53005300715042","2005-2009",,,"Washington","53","Pierce County","053",,,"071504","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 715.04, Pierce County, Washington",320,30,23,39,11,14,22,30,0,0,83,0,49,0,0,0,19,37955,"Block Group 2, Census Tract 715.04, Pierce County, Washington",83,28,23,49,17,22,27,28,119,119,68,119,38,119,119,119,29,28959,"530530715042"
"G53005300715043","2005-2009",,,"Washington","53","Pierce County","053",,,"071504","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 715.04, Pierce County, Washington",100,0,7,12,0,10,0,0,0,0,0,33,13,25,0,0,0,64091,"Block Group 3, Census Tract 715.04, Pierce County, Washington",46,119,11,20,119,17,119,119,119,119,119,49,20,28,119,119,119,29992,"530530715043"
"G53005300715044","2005-2009",,,"Washington","53","Pierce County","053",,,"071504","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 715.04, Pierce County, Washington",344,19,27,0,29,67,55,23,10,40,12,8,43,0,0,0,11,33547,"Block Group 4, Census Tract 715.04, Pierce County, Washington",70,21,40,119,33,66,44,26,16,52,17,13,35,119,119,119,21,4731,"530530715044"
"G53005300715045","2005-2009",,,"Washington","53","Pierce County","053",,,"071504","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 715.04, Pierce County, Washington",335,10,0,0,9,21,8,0,31,22,67,84,43,11,14,15,0,57472,"Block Group 5, Census Tract 715.04, Pierce County, Washington",87,15,119,119,14,23,16,119,29,27,56,72,38,16,23,22,119,8164,"530530715045"
"G53005300715051","2005-2009",,,"Washington","53","Pierce County","053",,,"071505","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 715.05, Pierce County, Washington",682,14,17,73,34,45,15,103,11,30,78,161,73,21,7,0,0,49821,"Block Group 1, Census Tract 715.05, Pierce County, Washington",126,24,28,90,33,45,25,101,16,36,75,81,57,25,15,119,119,17758,"530530715051"
"G53005300715052","2005-2009",,,"Washington","53","Pierce County","053",,,"071505","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 715.05, Pierce County, Washington",301,0,0,0,0,0,38,10,30,46,36,45,52,26,8,10,0,58173,"Block Group 2, Census Tract 715.05, Pierce County, Washington",60,119,119,119,119,119,36,18,32,38,33,45,52,27,14,16,119,10801,"530530715052"
"G53005300715053","2005-2009",,,"Washington","53","Pierce County","053",,,"071505","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 715.05, Pierce County, Washington",477,27,0,0,0,38,52,11,0,75,8,76,146,37,0,7,0,63591,"Block Group 3, Census Tract 715.05, Pierce County, Washington",101,31,119,119,119,59,49,19,119,54,14,77,71,37,119,12,119,16625,"530530715053"
"G53005300715054","2005-2009",,,"Washington","53","Pierce County","053",,,"071505","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 715.05, Pierce County, Washington",707,48,80,80,17,54,32,32,44,44,25,106,77,40,12,0,16,41094,"Block Group 4, Census Tract 715.05, Pierce County, Washington",124,45,64,81,26,84,39,37,53,33,39,94,62,37,21,119,25,14047,"530530715054"
"G53005300715061","2005-2009",,,"Washington","53","Pierce County","053",,,"071506","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 715.06, Pierce County, Washington",1085,30,31,24,9,33,100,84,59,38,107,137,280,108,18,27,0,63920,"Block Group 1, Census Tract 715.06, Pierce County, Washington",130,26,29,22,14,30,89,68,42,29,52,64,103,55,21,26,119,11829,"530530715061"
"G53005300715062","2005-2009",,,"Washington","53","Pierce County","053",,,"071506","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 715.06, Pierce County, Washington",678,24,0,39,9,57,17,10,43,8,46,174,149,62,25,15,0,66761,"Block Group 2, Census Tract 715.06, Pierce County, Washington",103,27,119,33,13,57,20,16,42,13,37,78,79,42,31,20,119,4917,"530530715062"
"G53005300716011","2005-2009",,,"Washington","53","Pierce County","053",,,"071601","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 716.01, Pierce County, Washington",1035,170,61,87,74,82,96,27,30,66,89,121,61,9,62,0,0,32417,"Block Group 1, Census Tract 716.01, Pierce County, Washington",111,92,55,53,55,55,71,26,31,53,55,69,49,14,51,119,119,4652,"530530716011"
"G53005300716012","2005-2009",,,"Washington","53","Pierce County","053",,,"071601","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 716.01, Pierce County, Washington",705,81,24,22,11,88,22,0,31,44,54,154,130,38,0,6,0,53977,"Block Group 2, Census Tract 716.01, Pierce County, Washington",89,66,26,25,18,61,24,119,28,40,41,74,60,43,119,12,119,11015,"530530716012"
"G53005300716021","2005-2009",,,"Washington","53","Pierce County","053",,,"071602","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 716.02, Pierce County, Washington",2236,165,149,165,132,185,60,103,110,248,176,340,269,55,39,11,29,45684,"Block Group 1, Census Tract 716.02, Pierce County, Washington",201,115,106,97,85,95,41,73,72,116,75,127,136,43,39,16,48,3625,"530530716021"
"G53005300716022","2005-2009",,,"Washington","53","Pierce County","053",,,"071602","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 716.02, Pierce County, Washington",698,88,16,72,51,53,41,23,9,53,49,95,61,48,32,7,0,43889,"Block Group 2, Census Tract 716.02, Pierce County, Washington",131,86,25,68,46,47,37,27,18,46,44,65,73,58,30,12,119,21082,"530530716022"
"G53005300717031","2005-2009",,,"Washington","53","Pierce County","053",,,"071703","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 717.03, Pierce County, Washington",1174,241,123,47,130,86,81,125,69,50,60,94,32,35,1,0,0,28413,"Block Group 1, Census Tract 717.03, Pierce County, Washington",134,101,86,36,82,54,53,79,62,48,41,69,38,44,14,119,119,6396,"530530717031"
"G53005300717032","2005-2009",,,"Washington","53","Pierce County","053",,,"071703","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 717.03, Pierce County, Washington",686,139,32,0,57,30,33,113,74,37,77,54,30,10,0,0,0,37063,"Block Group 2, Census Tract 717.03, Pierce County, Washington",121,104,30,119,49,25,41,72,54,48,61,49,35,16,119,119,119,4936,"530530717032"
"G53005300717041","2005-2009",,,"Washington","53","Pierce County","053",,,"071704","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 717.04, Pierce County, Washington",1476,164,183,92,144,44,184,149,100,48,103,193,15,34,0,23,0,33228,"Block Group 1, Census Tract 717.04, Pierce County, Washington",182,96,99,78,118,52,116,103,81,42,69,156,24,53,119,38,119,4976,"530530717041"
"G53005300717042","2005-2009",,,"Washington","53","Pierce County","053",,,"071704","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 717.04, Pierce County, Washington",485,99,35,46,11,16,29,47,0,36,57,62,0,47,0,0,0,35956,"Block Group 2, Census Tract 717.04, Pierce County, Washington",115,68,32,37,19,24,45,53,119,35,57,58,119,49,119,119,119,10788,"530530717042"
"G53005300717051","2005-2009",,,"Washington","53","Pierce County","053",,,"071705","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 717.05, Pierce County, Washington",543,2,17,32,36,22,40,42,67,34,11,41,172,0,19,8,0,45993,"Block Group 1, Census Tract 717.05, Pierce County, Washington",148,13,21,30,32,23,49,50,55,34,17,36,152,119,22,13,119,29657,"530530717051"
"G53005300717052","2005-2009",,,"Washington","53","Pierce County","053",,,"071705","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 717.05, Pierce County, Washington",560,113,33,0,18,50,16,85,46,8,52,52,51,14,22,0,0,36866,"Block Group 2, Census Tract 717.05, Pierce County, Washington",138,110,51,119,16,43,20,66,54,13,49,44,43,21,26,119,119,6264,"530530717052"
"G53005300717053","2005-2009",,,"Washington","53","Pierce County","053",,,"071705","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 717.05, Pierce County, Washington",258,9,0,25,0,10,0,9,36,9,58,50,10,27,11,4,0,55676,"Block Group 3, Census Tract 717.05, Pierce County, Washington",71,13,119,27,119,15,119,16,43,15,52,44,18,40,16,9,119,7110,"530530717053"
