GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,AIANHHA,URBRURALA,NAME,HD1001,HD1002,HD1003,HD1004,HD1005,HD1006,HD1007,HD1008,HD1009,HD1010,HD1011,HD1012,HD1013,HD1014,HD1015,HD1016,HD1017,HD1018,HD1019,HD1020,HD1021,HD1022,HD1023,HD1024,HD1025,HD1026,HD1027,HD1028,HD1029,HD1030,HD1031,HD1032
"G41004300309031","2000","Oregon","41","Linn","043",,,"030903","1",,,"Block Group 1",0,0,0,16,0,8,20,18,110,23,29,22,37,8,0,0,0,0,8,37,0,7,8,25,121,41,81,28,0,8,22,0
"G41004300309032","2000","Oregon","41","Linn","043",,,"030903","2",,,"Block Group 2",8,0,0,8,16,28,6,6,93,30,36,30,20,8,0,0,18,0,0,20,14,25,15,8,130,41,67,26,27,6,15,0
"G41004300309033","2000","Oregon","41","Linn","043",,,"030903","3",,,"Block Group 3",0,0,0,31,20,12,8,8,237,56,129,56,52,28,0,6,9,0,6,21,19,19,16,12,317,120,79,37,37,0,8,0
"G41004300309034","2000","Oregon","41","Linn","043",,,"030903","4",,,"Block Group 4",0,6,8,23,0,0,4,57,142,3,53,21,15,6,6,0,8,0,14,35,6,10,0,10,74,68,93,7,10,0,0,0
"G41004300309041","2000","Oregon","41","Linn","043",,,"030904","1",,,"Block Group 1",0,0,8,7,12,20,6,0,120,29,26,18,67,0,0,0,0,0,0,13,18,16,31,5,132,45,27,13,39,6,10,0
"G41004300309042","2000","Oregon","41","Linn","043",,,"030904","2",,,"Block Group 2",8,0,0,7,7,8,0,0,138,12,42,18,16,0,0,0,0,0,0,11,5,20,0,32,157,18,42,11,11,0,0,0
"G41004300309043","2000","Oregon","41","Linn","043",,,"030904","3",,,"Block Group 3",0,0,0,7,6,8,0,12,102,18,83,11,30,8,0,0,0,0,0,25,0,17,10,11,122,46,56,19,54,19,0,9
"G41004300309044","2000","Oregon","41","Linn","043",,,"030904","4",,,"Block Group 4",0,0,0,0,0,6,5,12,77,11,17,0,0,6,0,0,0,0,0,0,17,0,8,0,103,23,34,28,0,0,0,0
"G41004509605001","2000","Oregon","41","Malheur","045",,,"960500","1",,,"Block Group 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G41004509701001","2000","Oregon","41","Malheur","045",,,"970100","1",,,"Block Group 1",0,0,8,15,24,13,0,15,58,14,26,17,0,7,0,0,0,0,0,15,0,12,4,12,78,13,30,38,0,6,0,0
"G41004509701002","2000","Oregon","41","Malheur","045",,,"970100","2",,,"Block Group 2",3,0,18,9,9,16,23,3,68,22,35,28,41,3,3,7,1,0,4,14,4,15,14,14,93,29,42,38,37,4,0,0
"G41004509701003","2000","Oregon","41","Malheur","045",,,"970100","3",,,"Block Group 3",190,0,15,44,4,343,422,78,968,47,262,61,33,5,0,10,0,0,0,10,11,4,8,2,52,34,54,21,14,11,0,0
"G41004509702001","2000","Oregon","41","Malheur","045",,,"970200","1",,,"Block Group 1",0,0,11,16,0,6,6,6,86,11,71,4,42,11,0,0,7,3,0,14,0,20,0,5,62,49,54,17,41,21,18,0
"G41004509702002","2000","Oregon","41","Malheur","045",,,"970200","2",,,"Block Group 2",23,0,29,12,5,8,0,0,76,25,54,22,6,0,0,0,0,8,7,9,12,0,7,11,84,23,44,15,40,0,8,0
"G41004509702003","2000","Oregon","41","Malheur","045",,,"970200","3",,,"Block Group 3",0,8,6,19,6,0,0,0,119,18,54,28,39,35,14,0,0,0,0,35,0,11,13,0,80,38,40,24,70,43,6,0
"G41004509702004","2000","Oregon","41","Malheur","045",,,"970200","4",,,"Block Group 4",5,0,12,0,21,7,0,14,119,37,136,44,48,36,20,0,0,15,4,57,0,24,26,18,115,34,145,52,72,19,0,0
"G41004509703001","2000","Oregon","41","Malheur","045",,,"970300","1",,,"Block Group 1",0,0,0,12,5,13,0,0,43,28,31,7,40,4,17,6,0,0,0,11,0,5,0,0,62,25,60,16,56,5,10,0
"G41004509703002","2000","Oregon","41","Malheur","045",,,"970300","2",,,"Block Group 2",0,6,0,0,0,0,0,9,115,34,54,21,38,15,21,0,20,0,0,4,0,7,6,31,138,23,36,48,46,12,0,0
"G41004509703003","2000","Oregon","41","Malheur","045",,,"970300","3",,,"Block Group 3",4,0,5,20,5,12,5,0,66,18,35,11,6,0,5,5,5,0,16,8,5,6,11,21,53,19,48,11,16,17,5,0
"G41004509703004","2000","Oregon","41","Malheur","045",,,"970300","4",,,"Block Group 4",5,0,5,27,12,0,7,28,45,18,28,14,32,0,0,0,0,13,14,40,14,26,13,7,116,26,55,26,36,0,0,0
"G41004509703005","2000","Oregon","41","Malheur","045",,,"970300","5",,,"Block Group 5",0,0,0,10,0,10,10,6,80,40,7,5,27,8,0,10,0,0,0,6,2,8,12,29,88,22,51,32,19,19,0,0
"G41004509704001","2000","Oregon","41","Malheur","045",,,"970400","1",,,"Block Group 1",0,11,0,23,6,11,17,0,90,41,42,21,25,0,0,0,6,0,0,17,29,9,15,13,70,23,79,65,18,11,0,0
"G41004509704002","2000","Oregon","41","Malheur","045",,,"970400","2",,,"Block Group 2",12,0,14,43,30,17,11,9,76,36,42,7,0,0,0,0,0,21,14,49,27,12,11,31,108,15,29,18,33,0,0,0
"G41004509704003","2000","Oregon","41","Malheur","045",,,"970400","3",,,"Block Group 3",13,10,13,4,12,26,15,8,63,31,11,8,0,0,0,0,15,14,0,24,7,15,0,10,56,30,31,0,5,0,0,0
"G41004509704004","2000","Oregon","41","Malheur","045",,,"970400","4",,,"Block Group 4",0,5,0,9,40,39,0,0,64,3,30,0,26,0,0,0,0,0,5,32,0,0,12,42,66,34,6,12,18,0,0,0
"G41004509704005","2000","Oregon","41","Malheur","045",,,"970400","5",,,"Block Group 5",0,16,31,8,18,25,4,9,98,15,19,31,0,0,0,0,0,14,47,14,24,42,5,30,130,16,15,21,0,0,0,0
"G41004509705001","2000","Oregon","41","Malheur","045",,,"970500","1",,,"Block Group 1",12,0,5,19,16,0,7,14,77,26,43,0,45,23,0,0,0,0,5,0,23,0,10,15,94,33,25,26,14,34,0,0
"G41004509705002","2000","Oregon","41","Malheur","045",,,"970500","2",,,"Block Group 2",15,22,20,13,42,18,19,19,82,39,49,5,8,5,0,0,10,2,24,10,30,20,7,0,102,36,61,5,21,0,0,0
"G41004509705003","2000","Oregon","41","Malheur","045",,,"970500","3",,,"Block Group 3",17,5,22,9,4,7,2,5,30,30,18,4,5,5,0,0,14,10,0,31,9,10,8,8,35,29,38,7,3,0,0,0
"G41004509705004","2000","Oregon","41","Malheur","045",,,"970500","4",,,"Block Group 4",17,4,55,26,18,9,4,8,30,8,31,5,0,0,4,0,23,16,20,20,35,10,12,9,49,19,32,9,0,0,0,0
"G41004509705005","2000","Oregon","41","Malheur","045",,,"970500","5",,,"Block Group 5",8,0,19,18,5,6,4,12,57,25,28,9,10,7,6,0,7,12,5,10,10,4,8,10,86,38,16,9,10,10,0,0
"G41004509705006","2000","Oregon","41","Malheur","045",,,"970500","6",,,"Block Group 6",0,0,0,7,0,0,0,8,85,18,31,18,12,7,0,0,0,6,0,4,12,11,23,11,53,26,42,0,8,17,6,0
"G41004509706001","2000","Oregon","41","Malheur","045",,,"970600","1",,,"Block Group 1",0,0,0,5,7,11,27,16,78,28,61,0,21,4,5,0,0,0,0,6,0,13,0,0,67,46,79,7,22,0,6,0
"G41004509706002","2000","Oregon","41","Malheur","045",,,"970600","2",,,"Block Group 2",10,3,15,34,13,5,7,61,115,19,41,6,28,13,0,0,6,5,2,21,3,6,17,14,100,28,24,6,17,3,2,0
"G41004509706003","2000","Oregon","41","Malheur","045",,,"970600","3",,,"Block Group 3",2,7,6,24,15,11,10,11,71,28,44,10,16,2,7,2,9,3,4,4,11,20,14,12,97,25,45,10,22,5,0,0
"G41004509706004","2000","Oregon","41","Malheur","045",,,"970600","4",,,"Block Group 4",5,0,4,17,5,6,2,18,97,30,37,4,43,15,0,0,6,0,6,17,4,4,19,12,100,49,54,10,40,8,2,0
"G41004509706005","2000","Oregon","41","Malheur","045",,,"970600","5",,,"Block Group 5",0,0,8,0,0,10,0,13,90,42,67,19,17,4,0,0,0,0,9,22,7,0,0,0,110,23,64,16,0,11,0,0
"G41004509707001","2000","Oregon","41","Malheur","045",,,"970700","1",,,"Block Group 1",2,0,4,9,2,11,25,14,71,27,63,13,28,2,7,0,0,0,0,6,7,11,12,17,60,46,30,18,34,3,0,2
"G41004509707002","2000","Oregon","41","Malheur","045",,,"970700","2",,,"Block Group 2",4,0,5,12,15,8,10,2,36,16,30,11,14,6,0,0,0,2,2,6,0,12,4,5,65,19,31,11,14,11,0,0
"G41004509707003","2000","Oregon","41","Malheur","045",,,"970700","3",,,"Block Group 3",8,4,0,7,3,4,0,5,73,2,29,11,18,4,0,0,0,0,6,4,2,2,6,9,53,26,23,15,17,0,2,0
"G41004509708001","2000","Oregon","41","Malheur","045",,,"970800","1",,,"Block Group 1",3,1,0,25,2,7,0,5,43,11,14,4,13,0,0,0,0,0,0,0,3,0,2,5,57,11,25,9,19,3,0,0
"G41004509708002","2000","Oregon","41","Malheur","045",,,"970800","2",,,"Block Group 2",0,0,0,4,3,2,3,2,52,4,28,15,5,1,1,0,0,0,2,5,2,9,3,0,71,14,16,7,9,2,0,0
"G41004700002001","2000","Oregon","41","Marion","047",,,"000200","1",,,"Block Group 1",0,0,0,0,0,22,33,6,61,13,16,22,53,31,20,0,6,0,9,5,0,8,4,0,83,21,74,0,22,28,0,0
"G41004700002002","2000","Oregon","41","Marion","047",,,"000200","2",,,"Block Group 2",0,0,7,0,0,0,0,5,32,24,45,24,23,10,16,0,14,0,5,11,12,8,13,0,53,54,54,17,21,19,11,0
"G41004700002003","2000","Oregon","41","Marion","047",,,"000200","3",,,"Block Group 3",0,0,0,0,0,13,0,0,50,9,17,0,25,8,6,0,0,0,4,17,0,15,0,0,33,8,29,0,28,17,10,3
"G41004700002004","2000","Oregon","41","Marion","047",,,"000200","4",,,"Block Group 4",0,0,0,29,7,68,17,11,135,15,79,8,72,0,8,12,11,0,0,6,9,17,8,12,42,12,22,18,25,12,10,0
"G41004700003001","2000","Oregon","41","Marion","047",,,"000300","1",,,"Block Group 1",18,12,61,12,16,7,6,6,124,21,98,5,21,0,9,0,4,8,15,12,17,11,13,11,144,37,48,16,11,5,10,0
"G41004700003002","2000","Oregon","41","Marion","047",,,"000300","2",,,"Block Group 2",0,0,7,23,14,0,6,18,47,20,34,11,16,25,0,0,4,5,4,19,13,0,16,0,43,26,58,0,20,11,9,0
"G41004700003003","2000","Oregon","41","Marion","047",,,"000300","3",,,"Block Group 3",5,35,31,22,19,5,17,24,112,30,33,6,31,4,6,0,11,12,26,13,22,14,15,28,109,34,26,0,10,4,7,0
"G41004700003004","2000","Oregon","41","Marion","047",,,"000300","4",,,"Block Group 4",16,6,18,10,23,14,12,23,120,76,56,22,57,33,8,0,11,6,0,22,45,13,21,0,207,53,71,16,22,17,5,0
"G41004700004001","2000","Oregon","41","Marion","047",,,"000400","1",,,"Block Group 1",30,49,43,38,44,28,26,67,243,59,105,24,32,16,0,0,23,10,72,26,14,46,32,48,174,95,83,42,48,0,6,7
"G41004700004002","2000","Oregon","41","Marion","047",,,"000400","2",,,"Block Group 2",40,56,59,19,91,8,21,24,143,101,81,14,35,6,6,0,12,42,11,51,59,50,21,13,102,95,102,54,34,10,6,11
"G41004700005001","2000","Oregon","41","Marion","047",,,"000500","1",,,"Block Group 1",25,73,125,74,88,18,31,9,324,93,178,39,55,0,7,0,30,78,77,42,39,37,50,41,307,171,157,41,69,12,9,0
"G41004700005002","2000","Oregon","41","Marion","047",,,"000500","2",,,"Block Group 2",58,23,88,9,55,31,0,44,274,60,150,23,97,25,0,9,86,20,12,20,72,26,10,22,265,119,123,58,74,18,11,10
"G41004700005003","2000","Oregon","41","Marion","047",,,"000500","3",,,"Block Group 3",8,0,0,22,47,0,0,16,35,16,26,0,6,0,0,0,9,0,42,22,18,15,14,6,68,24,10,14,0,0,0,0
"G41004700006001","2000","Oregon","41","Marion","047",,,"000600","1",,,"Block Group 1",8,0,9,17,0,19,5,13,141,40,75,29,128,45,7,0,0,6,4,12,9,54,11,15,116,66,115,55,108,14,22,0
"G41004700006002","2000","Oregon","41","Marion","047",,,"000600","2",,,"Block Group 2",10,0,22,5,6,11,0,9,95,87,43,88,55,30,15,0,6,0,8,11,11,21,10,21,103,124,97,23,90,58,6,0
"G41004700006003","2000","Oregon","41","Marion","047",,,"000600","3",,,"Block Group 3",19,0,0,6,0,5,8,21,150,53,48,27,102,0,22,0,0,0,9,9,12,19,46,11,138,47,95,39,109,18,0,0
"G41004700007001","2000","Oregon","41","Marion","047",,,"000700","1",,,"Block Group 1",34,12,28,63,30,20,11,37,134,11,126,82,66,29,6,0,27,6,5,47,39,55,13,37,138,37,196,39,89,10,6,0
"G41004700007002","2000","Oregon","41","Marion","047",,,"000700","2",,,"Block Group 2",15,4,37,30,3,5,36,52,153,34,87,18,46,4,11,0,23,6,33,51,25,27,26,18,223,45,116,35,100,10,6,0
"G41004700008001","2000","Oregon","41","Marion","047",,,"000800","1",,,"Block Group 1",36,0,41,19,76,58,91,86,601,366,416,140,64,12,0,15,0,0,18,32,7,31,26,9,90,42,30,14,32,17,6,0
"G41004700008002","2000","Oregon","41","Marion","047",,,"000800","2",,,"Block Group 2",0,0,0,0,0,0,0,0,71,27,66,36,0,0,0,0,0,0,0,0,0,0,0,29,78,30,0,0,0,0,0,0
"G41004700009001","2000","Oregon","41","Marion","047",,,"000900","1",,,"Block Group 1",33,41,21,18,0,0,17,50,88,33,23,32,8,24,0,0,19,8,9,0,0,0,13,46,93,0,43,28,31,18,0,0
"G41004700009002","2000","Oregon","41","Marion","047",,,"000900","2",,,"Block Group 2",14,5,12,38,42,18,5,16,103,23,30,17,25,0,0,0,17,17,17,39,14,11,15,0,134,14,41,0,18,5,0,0
"G41004700009003","2000","Oregon","41","Marion","047",,,"000900","3",,,"Block Group 3",0,20,0,0,13,0,0,0,96,0,9,10,0,0,11,0,0,0,34,0,8,5,18,0,31,15,24,0,15,0,5,0
"G41004700009004","2000","Oregon","41","Marion","047",,,"000900","4",,,"Block Group 4",9,0,8,10,6,26,9,27,120,33,23,24,29,0,8,0,5,0,6,12,0,13,5,0,73,20,43,18,17,4,0,0
"G41004700009005","2000","Oregon","41","Marion","047",,,"000900","5",,,"Block Group 5",0,0,0,0,0,7,0,19,25,17,59,18,34,23,9,6,0,0,0,0,5,0,0,0,35,18,50,0,16,14,21,0
"G41004700009006","2000","Oregon","41","Marion","047",,,"000900","6",,,"Block Group 6",6,0,0,0,5,7,0,0,64,49,63,6,25,24,0,0,0,0,0,7,5,0,0,0,64,53,56,24,20,5,0,0
"G41004700009007","2000","Oregon","41","Marion","047",,,"000900","7",,,"Block Group 7",0,0,0,0,0,0,10,12,0,11,49,23,48,36,0,15,0,0,0,11,24,11,7,0,54,32,58,7,39,3,0,0
"G41004700010001","2000","Oregon","41","Marion","047",,,"001000","1",,,"Block Group 1",13,29,10,0,10,67,19,3,66,33,26,12,6,0,5,0,9,0,26,23,0,29,24,8,88,14,64,5,25,4,9,0
"G41004700010002","2000","Oregon","41","Marion","047",,,"001000","2",,,"Block Group 2",39,0,5,8,8,20,34,23,94,29,12,22,29,5,0,12,0,8,14,14,0,15,29,12,93,50,38,0,8,0,0,0
"G41004700010003","2000","Oregon","41","Marion","047",,,"001000","3",,,"Block Group 3",9,0,21,40,0,30,27,14,85,46,42,14,21,22,0,8,13,13,31,20,23,45,42,28,132,64,83,17,53,0,0,0
"G41004700010004","2000","Oregon","41","Marion","047",,,"001000","4",,,"Block Group 4",0,0,0,0,0,0,0,8,29,10,23,0,6,0,0,0,0,0,0,7,0,0,0,0,25,24,7,0,17,0,0,0
"G41004700011001","2000","Oregon","41","Marion","047",,,"001100","1",,,"Block Group 1",0,0,17,10,0,10,14,15,167,73,104,99,156,44,24,12,10,3,0,26,11,0,31,0,236,143,99,57,166,38,21,10
"G41004700011002","2000","Oregon","41","Marion","047",,,"001100","2",,,"Block Group 2",5,13,0,61,0,28,5,0,109,56,91,36,120,46,20,7,5,28,0,28,0,39,5,39,179,80,136,83,151,62,0,9
"G41004700012001","2000","Oregon","41","Marion","047",,,"001200","1",,,"Block Group 1",6,8,0,0,8,13,7,27,134,13,94,33,54,46,30,30,6,5,6,0,0,5,8,13,134,52,108,47,150,54,17,0
"G41004700012002","2000","Oregon","41","Marion","047",,,"001200","2",,,"Block Group 2",0,0,9,0,10,0,0,6,104,38,224,17,134,63,64,11,0,0,0,16,0,12,7,0,175,92,176,44,142,97,14,7
"G41004700013001","2000","Oregon","41","Marion","047",,,"001300","1",,,"Block Group 1",0,0,0,6,5,0,7,6,52,29,49,8,43,14,24,0,0,0,0,0,6,16,0,18,92,24,48,17,53,10,0,0
"G41004700013002","2000","Oregon","41","Marion","047",,,"001300","2",,,"Block Group 2",0,5,5,0,0,0,6,10,62,43,49,29,159,97,63,52,0,0,0,6,13,6,0,8,129,28,107,60,198,80,18,12
"G41004700013003","2000","Oregon","41","Marion","047",,,"001300","3",,,"Block Group 3",0,0,0,0,0,0,0,0,53,4,29,12,78,36,5,6,4,0,0,0,0,0,6,10,20,12,40,6,96,29,0,0
"G41004700013004","2000","Oregon","41","Marion","047",,,"001300","4",,,"Block Group 4",0,0,0,0,0,0,0,7,5,8,32,6,53,24,41,19,0,0,0,0,6,0,0,13,13,14,35,5,83,41,6,0
"G41004700014001","2000","Oregon","41","Marion","047",,,"001400","1",,,"Block Group 1",0,0,0,10,7,8,13,39,285,94,157,41,88,23,7,0,0,8,0,17,37,27,29,51,232,82,186,84,169,0,34,0
"G41004700014002","2000","Oregon","41","Marion","047",,,"001400","2",,,"Block Group 2",0,0,0,16,10,16,5,5,233,70,180,81,80,53,8,0,9,0,0,0,12,19,0,35,200,106,218,82,102,16,8,0
"G41004700014003","2000","Oregon","41","Marion","047",,,"001400","3",,,"Block Group 3",0,29,15,18,20,22,20,38,265,118,217,155,197,60,26,8,7,11,22,0,7,53,23,50,434,124,350,116,179,32,26,0
"G41004700014004","2000","Oregon","41","Marion","047",,,"001400","4",,,"Block Group 4",10,14,0,0,0,6,7,11,46,55,131,34,93,49,0,0,8,0,0,14,6,8,8,46,129,73,85,29,71,11,0,0
"G41004700015011","2000","Oregon","41","Marion","047",,,"001501","1",,,"Block Group 1",0,0,0,0,0,10,4,0,100,40,105,30,90,40,0,0,0,0,0,0,0,10,15,10,65,84,108,78,89,7,9,0
"G41004700015012","2000","Oregon","41","Marion","047",,,"001501","2",,,"Block Group 2",0,8,0,12,0,0,0,0,102,29,47,27,121,83,26,0,8,0,0,15,0,0,0,18,157,31,72,23,77,39,15,0
"G41004700015013","2000","Oregon","41","Marion","047",,,"001501","3",,,"Block Group 3",8,0,0,8,10,8,32,16,98,30,89,11,65,33,0,0,0,0,0,9,8,13,8,0,238,45,43,15,93,25,8,0
"G41004700015021","2000","Oregon","41","Marion","047",,,"001502","1",,,"Block Group 1",11,0,30,0,40,25,8,11,176,72,71,67,81,11,0,0,6,0,17,37,9,26,32,11,258,66,89,55,66,8,0,0
"G41004700015022","2000","Oregon","41","Marion","047",,,"001502","2",,,"Block Group 2",11,0,11,9,6,34,29,11,118,43,51,17,76,8,0,0,0,0,11,0,22,8,8,26,125,21,100,34,65,16,6,8
"G41004700015023","2000","Oregon","41","Marion","047",,,"001502","3",,,"Block Group 3",0,0,0,0,9,7,0,10,90,21,82,66,27,25,0,0,10,0,0,0,0,0,0,0,131,26,55,55,62,15,0,0
"G41004700015031","2000","Oregon","41","Marion","047",,,"001503","1",,,"Block Group 1",18,10,54,15,27,12,0,17,141,37,70,27,36,0,0,0,8,0,23,15,7,0,0,8,121,84,123,15,35,0,0,0
"G41004700015032","2000","Oregon","41","Marion","047",,,"001503","2",,,"Block Group 2",21,8,39,86,24,5,24,4,131,23,100,51,20,13,14,0,16,28,49,66,0,39,35,6,246,81,87,34,30,0,0,0
"G41004700015033","2000","Oregon","41","Marion","047",,,"001503","3",,,"Block Group 3",0,0,13,19,0,10,3,9,123,29,105,28,34,17,12,0,11,0,0,8,9,6,0,0,147,81,100,19,45,22,0,8
"G41004700016011","2000","Oregon","41","Marion","047",,,"001601","1",,,"Block Group 1",26,15,28,8,0,31,13,0,67,63,79,33,15,8,0,0,0,0,22,8,7,16,0,0,137,68,33,8,48,15,0,0
"G41004700016012","2000","Oregon","41","Marion","047",,,"001601","2",,,"Block Group 2",15,7,36,25,9,7,12,30,225,67,157,129,121,60,6,0,36,0,0,20,0,52,30,39,257,113,176,69,156,42,6,0
"G41004700016013","2000","Oregon","41","Marion","047",,,"001601","3",,,"Block Group 3",23,0,25,32,13,20,0,4,111,5,68,45,86,26,24,0,7,0,25,32,7,34,30,38,169,73,80,45,67,6,14,8
"G41004700016014","2000","Oregon","41","Marion","047",,,"001601","4",,,"Block Group 4",23,0,0,6,0,0,0,0,52,27,73,68,130,8,0,0,0,0,8,15,0,7,0,8,143,26,114,8,76,47,10,0
"G41004700016021","2000","Oregon","41","Marion","047",,,"001602","1",,,"Block Group 1",0,45,39,23,39,26,10,43,194,71,90,52,42,3,16,0,28,4,41,9,68,46,18,25,135,103,120,45,15,21,0,0
"G41004700016022","2000","Oregon","41","Marion","047",,,"001602","2",,,"Block Group 2",21,6,21,12,11,10,0,25,180,17,55,31,49,41,11,0,28,0,14,11,10,0,12,22,166,35,74,44,20,0,0,0
"G41004700016023","2000","Oregon","41","Marion","047",,,"001602","3",,,"Block Group 3",17,11,4,10,0,7,12,0,110,40,122,7,44,27,0,0,0,0,22,0,0,11,28,0,154,36,88,36,72,36,0,0
"G41004700016024","2000","Oregon","41","Marion","047",,,"001602","4",,,"Block Group 4",0,0,34,19,0,10,8,0,105,19,35,22,51,17,0,9,0,11,10,7,16,11,0,0,124,52,35,24,22,30,0,0
"G41004700016031","2000","Oregon","41","Marion","047",,,"001603","1",,,"Block Group 1",0,0,0,9,13,0,0,18,146,30,40,47,71,18,0,0,0,0,0,34,8,0,0,0,71,23,99,27,67,13,0,0
"G41004700016032","2000","Oregon","41","Marion","047",,,"001603","2",,,"Block Group 2",17,5,0,8,0,9,13,11,120,64,86,87,68,19,0,8,17,6,6,0,6,11,30,21,138,92,131,70,59,28,17,0
"G41004700016033","2000","Oregon","41","Marion","047",,,"001603","3",,,"Block Group 3",0,7,13,14,15,8,30,5,143,35,29,21,47,13,5,11,4,0,10,25,23,34,16,21,110,17,58,28,35,14,3,0
"G41004700016034","2000","Oregon","41","Marion","047",,,"001603","4",,,"Block Group 4",23,0,0,6,5,61,8,33,63,31,52,35,0,0,0,0,3,0,5,4,48,47,6,43,47,17,53,36,21,0,12,0
"G41004700016041","2000","Oregon","41","Marion","047",,,"001604","1",,,"Block Group 1",4,0,17,7,36,23,13,29,155,52,91,44,23,6,0,11,9,29,31,17,15,14,23,0,184,54,90,52,56,0,0,0
"G41004700016042","2000","Oregon","41","Marion","047",,,"001604","2",,,"Block Group 2",10,0,36,9,22,20,0,13,136,42,45,13,25,0,0,0,5,0,9,8,35,13,7,10,112,35,50,0,32,0,0,0
"G41004700016043","2000","Oregon","41","Marion","047",,,"001604","3",,,"Block Group 3",24,22,25,31,18,10,16,15,195,35,145,55,107,7,0,18,34,18,8,16,14,13,28,41,229,119,92,92,47,0,8,0
"G41004700016044","2000","Oregon","41","Marion","047",,,"001604","4",,,"Block Group 4",43,0,0,10,17,21,18,47,197,34,43,46,30,6,0,0,0,0,0,25,9,41,26,17,175,55,56,21,44,11,7,0
"G41004700017011","2000","Oregon","41","Marion","047",,,"001701","1",,,"Block Group 1",70,8,34,18,32,22,0,14,111,21,69,0,54,0,8,0,41,8,44,24,13,9,0,0,122,48,52,0,39,22,0,0
"G41004700017012","2000","Oregon","41","Marion","047",,,"001701","2",,,"Block Group 2",8,15,8,17,17,8,37,53,106,48,37,24,43,8,0,0,16,0,13,22,41,8,40,29,231,47,115,20,42,7,7,9
"G41004700017013","2000","Oregon","41","Marion","047",,,"001701","3",,,"Block Group 3",5,0,13,14,18,0,19,24,180,33,83,42,59,6,0,0,10,0,0,26,0,17,8,0,214,71,123,38,73,0,10,0
"G41004700017021","2000","Oregon","41","Marion","047",,,"001702","1",,,"Block Group 1",2,0,0,6,15,14,16,33,95,31,73,20,30,49,8,13,10,0,4,8,24,12,19,0,153,52,57,37,45,18,0,0
"G41004700017022","2000","Oregon","41","Marion","047",,,"001702","2",,,"Block Group 2",0,14,20,14,13,9,16,32,77,12,70,10,58,16,15,0,12,0,18,29,11,3,15,18,116,64,102,26,46,7,0,0
"G41004700017023","2000","Oregon","41","Marion","047",,,"001702","3",,,"Block Group 3",49,4,33,36,48,38,68,24,144,31,75,30,36,24,7,0,15,0,32,47,28,13,24,41,194,111,70,36,76,7,0,0
"G41004700017031","2000","Oregon","41","Marion","047",,,"001703","1",,,"Block Group 1",12,0,0,14,8,13,21,11,117,9,49,33,58,58,0,14,0,0,0,8,9,4,12,5,115,17,113,8,61,27,0,0
"G41004700017032","2000","Oregon","41","Marion","047",,,"001703","2",,,"Block Group 2",0,0,0,21,0,9,14,54,47,22,76,6,23,7,0,0,9,0,0,9,7,8,13,24,117,83,107,0,31,11,6,12
"G41004700017033","2000","Oregon","41","Marion","047",,,"001703","3",,,"Block Group 3",36,0,24,16,6,18,25,8,118,93,75,29,50,0,0,0,37,15,6,0,12,14,27,20,177,57,68,38,41,18,0,0
"G41004700018011","2000","Oregon","41","Marion","047",,,"001801","1",,,"Block Group 1",22,23,55,22,9,21,23,35,131,23,82,6,37,0,8,0,6,14,23,45,20,23,24,9,136,42,74,47,9,0,10,0
"G41004700018012","2000","Oregon","41","Marion","047",,,"001801","2",,,"Block Group 2",7,0,10,35,6,12,7,6,145,28,86,25,64,5,8,0,8,0,0,21,20,8,20,46,129,84,67,21,35,10,0,0
"G41004700018013","2000","Oregon","41","Marion","047",,,"001801","3",,,"Block Group 3",10,0,0,0,20,6,8,28,130,36,55,43,26,15,0,0,0,0,0,26,15,11,27,12,133,37,104,10,43,23,0,0
"G41004700018014","2000","Oregon","41","Marion","047",,,"001801","4",,,"Block Group 4",14,0,29,21,12,24,16,12,108,19,62,36,21,8,0,7,13,7,17,0,24,16,19,6,154,34,41,49,20,0,8,10
"G41004700018021","2000","Oregon","41","Marion","047",,,"001802","1",,,"Block Group 1",3,8,13,4,11,8,0,19,68,17,54,14,44,16,4,0,5,0,7,17,0,5,6,30,91,31,61,19,44,19,0,0
"G41004700018022","2000","Oregon","41","Marion","047",,,"001802","2",,,"Block Group 2",0,8,0,11,7,25,28,0,80,56,62,31,22,8,0,0,0,17,0,0,8,19,8,25,122,55,55,15,6,0,0,0
"G41004700018023","2000","Oregon","41","Marion","047",,,"001802","3",,,"Block Group 3",0,14,0,46,19,0,24,0,86,41,51,35,16,22,0,0,0,0,8,0,0,0,0,32,132,117,57,22,39,8,0,0
"G41004700018024","2000","Oregon","41","Marion","047",,,"001802","4",,,"Block Group 4",0,10,5,11,31,0,0,0,131,0,124,32,54,0,0,0,0,13,6,0,46,18,10,35,64,13,73,11,77,8,9,0
"G41004700018025","2000","Oregon","41","Marion","047",,,"001802","5",,,"Block Group 5",9,0,12,6,9,0,8,4,78,30,51,34,29,0,0,0,0,0,14,0,0,11,6,12,67,42,55,15,38,7,5,0
"G41004700018031","2000","Oregon","41","Marion","047",,,"001803","1",,,"Block Group 1",0,0,19,39,26,26,60,39,152,28,120,37,87,30,0,0,0,0,0,33,0,10,50,4,336,91,113,33,121,33,0,0
